Geneid	AEC.mock.I	AEC.mock.II	AEC.mock.III	AEC.WSN.I	AEC.WSN.II	AEC.WSN.III	AEC.WSN.PP1.I	AEC.WSN.PP1.II	AEC.WSN.PP1.III	AM.mock.I	AM.mock.II	AM.mock.III	AM.WSN.I	AM.WSN.II	AM.WSN.III	AM.WSN.PP1.I	AM.WSN.PP1.II	AM.WSN.PP1.III
ENSMUSG00000087125	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087128	3	7	8	3	3	6	8	6	3	4	8	14	9	4	6	4	2	7
ENSMUSG00000087129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087132	119	126	33	36	51	60	13	104	105	1	1	4	3	9	0	1	1	2
ENSMUSG00000087133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087135	35	28	0	28	26	34	1	43	41	61	3	35	54	80	6	47	34	57
ENSMUSG00000087136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087138	23	29	18	12	14	9	23	43	29	7	2	27	12	15	1	8	5	6
ENSMUSG00000087139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000087140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087141	232	235	432	75	62	65	56	33	20	14	15	20	33	37	20	13	7	14
ENSMUSG00000087142	7	22	18	16	7	23	15	25	23	1	3	9	3	3	0	1	1	1
ENSMUSG00000087143	14	20	24	49	34	46	37	11	18	3	2	0	1	1	5	1	0	1
ENSMUSG00000087144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087148	2	2	8	2	4	4	5	2	0	0	0	2	2	0	0	0	0	0
ENSMUSG00000087149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087151	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087159	0	0	0	1	0	1	1	0	1	1	0	4	0	2	1	1	2	2
ENSMUSG00000087160	13	12	0	10	8	0	0	8	6	0	0	0	1	0	0	0	0	0
ENSMUSG00000087162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087163	1	1	5	3	2	2	4	2	4	5	8	5	4	2	2	2	2	1
ENSMUSG00000087164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087165	14	13	25	7	9	14	50	24	30	2	1	8	6	8	10	3	2	6
ENSMUSG00000087166	7	5	6	0	0	0	3	1	2	0	0	0	0	1	0	0	0	0
ENSMUSG00000087167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087168	11	1	5	4	9	3	1	7	5	2	0	4	5	3	0	2	0	1
ENSMUSG00000087170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087172	7	4	11	4	4	5	14	7	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000087173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087174	114	107	81	94	67	80	127	152	128	49	26	118	55	52	21	31	28	37
ENSMUSG00000087175	0	0	0	2	0	0	0	0	0	0	0	1	1	7	0	0	0	0
ENSMUSG00000087176	39	51	0	49	55	69	0	54	45	204	0	300	117	145	1	38	17	34
ENSMUSG00000087177	88	74	55	31	33	38	37	92	98	79	53	88	23	41	33	31	24	32
ENSMUSG00000087178	152	136	31	73	87	87	22	71	50	61	2	172	27	31	3	31	26	43
ENSMUSG00000087179	44	44	98	39	52	52	100	55	57	39	66	15	10	10	27	20	13	7
ENSMUSG00000087180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087185	0	0	0	0	0	1	0	4	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000087187	0	5	3	6	2	5	7	9	10	1	1	1	1	1	1	0	1	2
ENSMUSG00000087190	156	150	0	133	143	127	0	280	296	181	0	205	90	140	0	137	125	154
ENSMUSG00000087192	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
ENSMUSG00000087193	29	36	0	30	23	26	0	47	49	57	0	55	9	21	0	30	40	36
ENSMUSG00000087194	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087196	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0
ENSMUSG00000087197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087198	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087200	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0
ENSMUSG00000087201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000087202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087203	530	498	7	822	802	863	4	130	137	67	3	110	471	476	2	49	29	90
ENSMUSG00000087204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087206	22	27	4	11	8	15	3	4	7	66	10	103	48	43	13	15	16	21
ENSMUSG00000087207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087211	12	13	0	2	7	8	1	15	16	3	0	6	7	2	0	2	1	0
ENSMUSG00000087213	2	6	5	11	9	18	14	6	8	11	7	3	2	1	4	13	4	5
ENSMUSG00000087214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087220	0	2	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087221	58	75	6	70	62	61	2	95	96	39	0	52	33	32	0	29	30	55
ENSMUSG00000087222	161	151	6	100	108	97	4	223	217	103	3	83	102	121	9	51	32	69
ENSMUSG00000087223	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000087224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087230	1	1	1	1	3	4	1	3	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087231	375	330	7	255	258	248	7	1066	1096	24	0	63	62	76	5	74	54	65
ENSMUSG00000087232	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0
ENSMUSG00000087233	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087238	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087239	0	0	0	1	0	1	1	2	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000087240	0	1	0	1	0	1	0	0	0	1	0	0	1	2	0	0	0	0
ENSMUSG00000087241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087242	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087246	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087247	3	5	9	3	2	1	7	2	4	0	0	0	1	1	0	0	0	0
ENSMUSG00000087248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087249	127	138	15	75	72	82	25	161	138	89	4	83	44	60	0	45	30	47
ENSMUSG00000087250	9	12	0	6	5	9	0	4	8	0	0	2	0	1	0	0	0	1
ENSMUSG00000087252	1	1	2	2	1	1	1	0	2	1	1	1	2	0	2	1	0	0
ENSMUSG00000087253	45	50	1	54	50	59	2	142	140	43	1	25	18	15	8	21	24	39
ENSMUSG00000087254	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087256	0	0	0	0	0	1	0	0	0	15	9	0	4	5	7	1	1	2
ENSMUSG00000087258	36	25	0	19	17	15	0	22	20	0	0	4	2	2	0	1	2	9
ENSMUSG00000087259	13	9	34	3	3	2	23	14	15	4	5	5	2	7	7	5	2	2
ENSMUSG00000087260	201	181	385	140	162	167	642	325	323	407	504	348	210	231	406	279	235	324
ENSMUSG00000087261	6	4	0	3	2	6	0	1	2	5	0	14	0	3	0	2	1	4
ENSMUSG00000087263	14	26	2	2	1	3	0	18	19	16	3	3	12	32	7	10	2	10
ENSMUSG00000087264	2	0	1	0	3	1	3	0	0	1	1	0	1	2	3	4	0	0
ENSMUSG00000087265	4	8	6	2	2	1	6	1	5	0	0	0	0	0	0	0	0	0
ENSMUSG00000087266	13	11	4	2	2	4	2	1	0	1	2	7	2	2	1	0	0	0
ENSMUSG00000087267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087268	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087269	71	58	0	38	29	35	2	35	34	33	0	55	18	31	0	12	19	20
ENSMUSG00000087270	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087272	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000087273	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087277	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
ENSMUSG00000087278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000087281	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
ENSMUSG00000087283	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
ENSMUSG00000087286	0	2	5	4	2	4	12	4	3	1	5	3	0	2	1	2	2	0
ENSMUSG00000087288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087289	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
ENSMUSG00000087290	3	0	4	3	4	2	3	2	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000087291	263	242	0	191	223	227	1	333	375	6	0	17	11	11	0	6	2	6
ENSMUSG00000087292	1	1	1	2	1	2	3	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087293	1	4	0	5	1	2	0	5	5	0	0	0	0	0	0	0	0	0
ENSMUSG00000087294	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
ENSMUSG00000087295	1	0	0	2	2	1	0	0	0	0	0	0	3	8	0	0	0	0
ENSMUSG00000087296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087298	42	32	61	32	30	22	78	41	30	78	111	85	27	37	81	49	59	60
ENSMUSG00000087299	18	18	27	11	8	6	28	22	22	8	5	13	5	5	5	2	3	3
ENSMUSG00000087300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087302	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087303	1	1	1	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087305	1	2	0	0	0	1	0	0	0	8	2	6	0	6	4	6	2	5
ENSMUSG00000087306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087307	1	1	1	1	0	0	3	5	2	0	0	0	2	1	0	0	0	0
ENSMUSG00000087308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087312	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000087314	35	45	0	23	20	19	0	61	37	3	0	3	1	1	0	0	2	2
ENSMUSG00000087316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087321	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000087322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087323	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000087325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087326	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000087327	343	314	1	223	223	229	0	516	507	237	0	306	169	241	0	248	193	244
ENSMUSG00000087328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087331	17	11	33	7	7	7	39	16	11	3	7	4	1	3	6	1	5	2
ENSMUSG00000087332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087336	4	4	5	1	2	5	8	0	7	0	0	0	0	0	1	0	0	0
ENSMUSG00000087337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087338	121	88	0	155	145	155	1	227	170	276	1	192	228	243	0	189	135	191
ENSMUSG00000087339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087340	11	2	2	16	14	14	2	17	17	0	0	0	0	2	0	0	1	0
ENSMUSG00000087341	485	491	10	321	340	380	4	304	325	18	0	5	45	62	0	18	31	34
ENSMUSG00000087342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087343	40	27	0	23	20	12	0	30	25	15	0	6	1	2	0	19	11	19
ENSMUSG00000087344	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087347	2	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
ENSMUSG00000087348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087351	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000087352	403	441	3	457	512	536	1	890	826	581	4	425	404	434	4	604	637	715
ENSMUSG00000087353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087354	11	8	0	5	10	11	0	2	8	27	7	40	35	39	2	7	5	12
ENSMUSG00000087355	7	3	3	1	2	6	2	6	3	0	0	1	0	0	0	0	0	0
ENSMUSG00000087356	61	56	2	45	34	31	0	34	24	49	0	40	4	6	0	15	10	27
ENSMUSG00000087357	5	3	0	5	5	4	0	3	6	7	0	8	2	1	0	6	2	2
ENSMUSG00000087358	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087360	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087361	0	0	1	2	2	0	0	0	0	2	4	2	4	7	4	4	1	2
ENSMUSG00000087362	11	9	29	4	4	6	24	10	7	47	86	33	9	15	26	10	13	10
ENSMUSG00000087363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087364	1	0	2	0	0	0	1	0	1	0	1	0	0	0	1	3	0	0
ENSMUSG00000087365	2	0	1	0	0	2	1	3	2	5	9	11	8	9	6	2	3	4
ENSMUSG00000087366	279	263	49	149	135	143	52	133	132	104	7	162	163	168	7	71	48	91
ENSMUSG00000087367	265	252	0	119	118	129	0	103	87	183	0	155	140	179	1	52	48	65
ENSMUSG00000087368	0	1	3	0	0	4	13	0	1	0	2	1	1	0	0	0	1	0
ENSMUSG00000087369	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087370	108	98	219	35	35	61	9	10	6	238	418	385	73	122	85	26	23	46
ENSMUSG00000087371	2	1	1	0	0	1	1	1	0	1	0	1	1	3	0	0	0	0
ENSMUSG00000087373	0	0	0	0	1	1	0	0	0	0	0	0	2	15	0	1	0	0
ENSMUSG00000087374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087377	112	108	2	70	78	80	4	146	146	494	0	363	170	224	0	433	353	474
ENSMUSG00000087378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087380	33	34	61	25	25	12	52	21	27	35	41	34	10	9	20	15	12	8
ENSMUSG00000087381	315	334	9	291	283	354	12	462	452	339	5	423	341	372	3	335	323	377
ENSMUSG00000087382	0	2	2	0	1	1	6	1	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000087383	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000087384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087385	24	29	50	18	17	11	27	7	16	4	11	9	15	13	6	3	3	1
ENSMUSG00000087386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087387	0	0	1	0	0	0	0	1	2	0	0	0	2	1	1	0	0	1
ENSMUSG00000087388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087389	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087390	1	0	1	0	2	0	2	0	1	0	2	2	2	3	0	0	0	0
ENSMUSG00000087393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087394	3	6	0	1	4	4	0	11	9	0	0	0	2	5	0	0	0	0
ENSMUSG00000087395	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087396	6	8	10	2	3	3	28	18	15	0	0	8	5	10	0	0	0	0
ENSMUSG00000087397	2	2	1	2	4	1	0	2	1	2	0	1	0	2	3	2	2	1
ENSMUSG00000087398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087399	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087400	9136	8266	10	6063	5989	6143	3	744	756	54	1	44	872	977	1	304	166	304
ENSMUSG00000087402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087403	96	80	150	29	28	44	100	49	43	19	37	57	28	47	14	5	16	9
ENSMUSG00000087404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087405	40	31	3	41	44	37	2	42	42	20	0	34	35	32	1	28	17	24
ENSMUSG00000087406	0	0	0	0	0	0	0	0	0	1	0	7	3	0	0	0	0	1
ENSMUSG00000087407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087408	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000087409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087411	7	5	0	9	16	21	0	4	2	2	0	0	2	3	0	0	0	2
ENSMUSG00000087412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087413	1	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000087415	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000087416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0
ENSMUSG00000087424	2	1	5	0	0	0	4	0	3	0	0	4	1	0	1	0	0	1
ENSMUSG00000087425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087429	37	42	0	35	23	35	0	21	18	48	0	37	10	10	1	18	9	9
ENSMUSG00000087430	2	2	0	1	0	3	0	1	1	1	0	1	0	0	1	0	0	0
ENSMUSG00000087431	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087433	287	276	6	330	327	326	9	452	497	122	1	110	98	107	3	119	128	143
ENSMUSG00000087434	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0
ENSMUSG00000087435	16	17	0	4	10	14	0	8	9	7	0	19	14	11	0	3	2	11
ENSMUSG00000087436	228	238	2	128	152	144	0	231	218	127	0	75	56	62	0	105	73	89
ENSMUSG00000087437	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087439	17	11	0	8	8	9	0	12	16	4	0	2	0	1	1	2	1	3
ENSMUSG00000087440	29	24	10	7	13	20	12	5	9	7	2	19	8	4	1	1	1	2
ENSMUSG00000087441	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087442	11	9	0	4	2	6	0	8	10	2	0	7	1	2	0	0	0	2
ENSMUSG00000087443	28	30	3	28	23	28	10	54	48	52	27	37	19	23	0	27	17	24
ENSMUSG00000087444	13	15	1	9	15	10	1	11	8	67	2	34	12	26	4	15	12	23
ENSMUSG00000087445	0	2	2	1	1	1	0	1	1	0	3	3	2	9	2	1	1	0
ENSMUSG00000087449	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000087450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087452	0	0	0	0	0	0	0	0	0	0	4	1	0	0	4	0	0	1
ENSMUSG00000087454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087455	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087456	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087458	30	22	0	18	9	15	0	8	8	7	0	29	6	12	0	0	1	1
ENSMUSG00000087459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087460	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087461	23	13	51	11	21	18	42	13	20	0	0	0	0	0	0	0	0	0
ENSMUSG00000087462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087464	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087466	46	42	5	26	21	23	1	37	34	10	0	8	2	5	0	1	2	4
ENSMUSG00000087467	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087474	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087475	4	1	4	0	1	0	3	0	0	0	1	2	3	1	0	0	0	0
ENSMUSG00000087476	1	0	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087477	0	0	1	28	13	19	1	1	0	53	16	30	57	83	40	27	26	41
