cell_type,biological_question,contrast,gene_label,gene_id,regulation,log2FoldChange,abs_log2FoldChange,padj,biotype,chromosome,description
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm59048,ENSMUSG00000128352,Downregulated,-6.331,6.331,6.57e-04,lncRNA,19,59048
AEC,Inhibitor effect,WSN_PP1 vs WSN,Il20rb,ENSMUSG00000044244,Downregulated,-4.5,4.5,6.59e-04,protein_coding,9,interleukin 20 receptor beta
AEC,Inhibitor effect,WSN_PP1 vs WSN,Atp2a3,ENSMUSG00000020788,Downregulated,-3.384,3.384,6.62e-04,protein_coding,11,"ATPase, Ca++ transporting, ubiquitous"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifi206,ENSMUSG00000037849,Downregulated,-6.323,6.323,6.73e-04,protein_coding,1,interferon activated gene 206
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm4739,ENSMUSG00000112808,Upregulated,5.372,5.372,6.75e-04,processed_pseudogene,10,predicted gene 4739
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm65972,ENSMUSG00000122465,Downregulated,-2.775,2.775,6.77e-04,lncRNA,10,65972
AEC,Inhibitor effect,WSN_PP1 vs WSN,Shank2,ENSMUSG00000037541,Downregulated,-2.267,2.267,7.01e-04,protein_coding,7,SH3 and multiple ankyrin repeat domains 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Il6ra,ENSMUSG00000027947,Downregulated,-2.788,2.788,7.06e-04,protein_coding,3,"interleukin 6 receptor, alpha"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm60935,ENSMUSG00000141408,Upregulated,2.087,2.087,7.06e-04,lncRNA,12,60935
AEC,Inhibitor effect,WSN_PP1 vs WSN,6720470G18Rik,ENSMUSG00000120018,Downregulated,-2.671,2.671,7.25e-04,lncRNA,13,6720470G18 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,6030442K20Rik,ENSMUSG00000097760,Downregulated,-2.889,2.889,7.25e-04,lncRNA,1,6030442K20 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rgcc,ENSMUSG00000022018,Upregulated,2.035,2.035,7.30e-04,protein_coding,14,regulator of cell cycle
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm26801,ENSMUSG00000097892,Downregulated,-3.077,3.077,7.42e-04,lncRNA,1,26801
AEC,Inhibitor effect,WSN_PP1 vs WSN,Spmap1,ENSMUSG00000018543,Downregulated,-6.281,6.281,7.48e-04,protein_coding,11,sperm microtubule associated protein 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sh3gl2,ENSMUSG00000028488,Upregulated,5.049,5.049,7.62e-04,protein_coding,4,SH3-domain GRB2-like 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dthd1,ENSMUSG00000090326,Downregulated,-2.339,2.339,7.68e-04,protein_coding,5,death domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Satb2,ENSMUSG00000038331,Downregulated,-2.868,2.868,7.75e-04,protein_coding,1,special AT-rich sequence binding protein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pglyrp3,ENSMUSG00000042244,Downregulated,-2.321,2.321,7.75e-04,protein_coding,3,peptidoglycan recognition protein 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Vmn2r79,ENSMUSG00000090362,Downregulated,-6.218,6.218,7.77e-04,protein_coding,7,"vomeronasal 2, receptor 79"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm56697,ENSMUSG00000120225,Downregulated,-3.685,3.685,7.94e-04,lncRNA,15,56697
AEC,Inhibitor effect,WSN_PP1 vs WSN,Klf15,ENSMUSG00000030087,Upregulated,2.588,2.588,8.09e-04,protein_coding,6,Kruppel-like transcription factor 15
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm72603,ENSMUSG00000128213,Downregulated,-2.177,2.177,8.10e-04,lncRNA,11,72603
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cd69,ENSMUSG00000030156,Downregulated,-6.226,6.226,8.18e-04,protein_coding,6,CD69 antigen
AEC,Inhibitor effect,WSN_PP1 vs WSN,Slfn10,ENSMUSG00000072621,Downregulated,-6.279,6.279,8.27e-04,protein_coding,11,schlafen 10
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp709,ENSMUSG00000056019,Downregulated,-2.074,2.074,8.44e-04,protein_coding,8,zinc finger protein 709
AEC,Inhibitor effect,WSN_PP1 vs WSN,Terb1,ENSMUSG00000052616,Upregulated,2.939,2.939,8.61e-04,protein_coding,8,telomere repeat binding bouquet formation protein 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp40,ENSMUSG00000002617,Upregulated,2.303,2.303,8.94e-04,protein_coding,17,zinc finger protein 40
AEC,Inhibitor effect,WSN_PP1 vs WSN,Prss8,ENSMUSG00000030800,Upregulated,2.17,2.17,9.03e-04,protein_coding,7,serine protease 8 (prostasin)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dusp9,ENSMUSG00000031383,Upregulated,2.093,2.093,9.22e-04,protein_coding,X,dual specificity phosphatase 9
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pex10,ENSMUSG00000029047,Upregulated,2.023,2.023,9.36e-04,protein_coding,4,peroxisomal biogenesis factor 10
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp1001,ENSMUSG00000095315,Upregulated,2.218,2.218,9.44e-04,protein_coding,2,zinc finger protein 1001
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm1070,ENSMUSG00000121300,Downregulated,-4.499,4.499,9.49e-04,lncRNA,6,predicted gene 1070
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm20663,ENSMUSG00000093378,Downregulated,-6.26,6.26,9.54e-04,lncRNA,7,predicted gene 20663
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ccdc65,ENSMUSG00000003354,Upregulated,2.456,2.456,1.02e-03,protein_coding,15,coiled-coil domain containing 65
AEC,Inhibitor effect,WSN_PP1 vs WSN,Krt16,ENSMUSG00000053797,Downregulated,-3.912,3.912,1.02e-03,protein_coding,11,keratin 16
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gjc2,ENSMUSG00000043448,Downregulated,-6.124,6.124,1.03e-03,protein_coding,11,"gap junction protein, gamma 2"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm57069,ENSMUSG00000120228,Downregulated,-2.217,2.217,1.05e-03,lncRNA,4,57069
AEC,Inhibitor effect,WSN_PP1 vs WSN,Bicdl2,ENSMUSG00000043782,Upregulated,3.415,3.415,1.07e-03,protein_coding,17,BICD family like cargo adaptor 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm49482,ENSMUSG00000116308,Downregulated,-5.678,5.678,1.08e-03,lncRNA,15,49482
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gpr160,ENSMUSG00000037661,Upregulated,3.076,3.076,1.09e-03,protein_coding,3,G protein-coupled receptor 160
AEC,Inhibitor effect,WSN_PP1 vs WSN,Fli1,ENSMUSG00000016087,Downregulated,-4.369,4.369,1.11e-03,protein_coding,9,Friend leukemia integration 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm71783,ENSMUSG00000123840,Downregulated,-2.54,2.54,1.15e-03,lncRNA,7,71783
AEC,Inhibitor effect,WSN_PP1 vs WSN,2810403D21Rik,ENSMUSG00000086629,Upregulated,2.251,2.251,1.19e-03,lncRNA,X,2810403D21 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm72766,ENSMUSG00000137094,Upregulated,3.507,3.507,1.24e-03,lncRNA,5,72766
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm44075,ENSMUSG00000108068,Downregulated,-5.597,5.597,1.25e-03,processed_pseudogene,6,44075
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pygm,ENSMUSG00000032648,Downregulated,-2.662,2.662,1.30e-03,protein_coding,19,muscle glycogen phosphorylase
AEC,Inhibitor effect,WSN_PP1 vs WSN,Nxpe3,ENSMUSG00000075033,Downregulated,-2.657,2.657,1.32e-03,protein_coding,16,"neurexophilin and PC-esterase domain family, member 3"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm27206,ENSMUSG00000098889,Downregulated,-3.225,3.225,1.33e-03,lncRNA,2,predicted gene 27206
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm35558,ENSMUSG00000113662,Downregulated,-3.603,3.603,1.34e-03,TEC,12,35558
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pik3r6,ENSMUSG00000046207,Upregulated,2.171,2.171,1.36e-03,protein_coding,11,phosphoinositide-3-kinase regulatory subunit 5
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm4240,ENSMUSG00000115025,Downregulated,-5.592,5.592,1.37e-03,processed_pseudogene,14,predicted gene 4240
AEC,Inhibitor effect,WSN_PP1 vs WSN,H2-Q6,ENSMUSG00000073409,Downregulated,-6.131,6.131,1.41e-03,protein_coding,17,"histocompatibility 2, Q region locus 6"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm66463,ENSMUSG00000127520,Downregulated,-5.659,5.659,1.42e-03,lncRNA,10,66463
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm61171,ENSMUSG00000143491,Downregulated,-2.5,2.5,1.43e-03,lncRNA,12,61171
AEC,Inhibitor effect,WSN_PP1 vs WSN,4930455H04Rik,ENSMUSG00000080907,Upregulated,2.829,2.829,1.48e-03,protein_coding,3,4930455H04 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,D630044L22Rik,ENSMUSG00000097405,Downregulated,-2.005,2.005,1.49e-03,lncRNA,17,gene D630044L22 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Piwil4,ENSMUSG00000036912,Downregulated,-2.329,2.329,1.52e-03,protein_coding,9,piwi-like RNA-mediated gene silencing 4
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm75144,ENSMUSG00000133127,Downregulated,-3.006,3.006,1.54e-03,lncRNA,2,75144
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hmgcs2,ENSMUSG00000027875,Upregulated,2.6,2.6,1.55e-03,protein_coding,3,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm73232,ENSMUSG00000140717,Downregulated,-6.115,6.115,1.55e-03,lncRNA,5,73232
AEC,Inhibitor effect,WSN_PP1 vs WSN,Havcr2,ENSMUSG00000020399,Downregulated,-2.571,2.571,1.55e-03,protein_coding,11,hepatitis A virus cellular receptor 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm56842,ENSMUSG00000120101,Downregulated,-5.944,5.944,1.56e-03,lncRNA,8,56842
AEC,Inhibitor effect,WSN_PP1 vs WSN,C030034L19Rik,ENSMUSG00000097365,Downregulated,-3.98,3.98,1.58e-03,lncRNA,3,C030034L19 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Fbxo39,ENSMUSG00000070388,Downregulated,-6.063,6.063,1.58e-03,protein_coding,11,F-box protein 39
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifi44l,ENSMUSG00000039146,Downregulated,-4.334,4.334,1.59e-03,protein_coding,3,interferon-induced protein 44 like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm62623,ENSMUSG00000127940,Downregulated,-2.161,2.161,1.59e-03,lncRNA,14,62623
AEC,Inhibitor effect,WSN_PP1 vs WSN,Magef1,ENSMUSG00000121787,Downregulated,-2.84,2.84,1.59e-03,lncRNA,16,MAGE family member F1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cadps2,ENSMUSG00000017978,Downregulated,-2.144,2.144,1.61e-03,protein_coding,6,Ca2+-dependent activator protein for secretion 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Maml3,ENSMUSG00000061143,Downregulated,-3.148,3.148,1.64e-03,protein_coding,3,mastermind like transcriptional coactivator 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm49004,ENSMUSG00000115823,Upregulated,2.291,2.291,1.66e-03,lncRNA,14,49004
AEC,Inhibitor effect,WSN_PP1 vs WSN,Syt2,ENSMUSG00000026452,Downregulated,-5.531,5.531,1.69e-03,protein_coding,1,synaptotagmin II
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm37499,ENSMUSG00000103901,Downregulated,-5.663,5.663,1.80e-03,TEC,2,37499
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp566,ENSMUSG00000078768,Upregulated,2.209,2.209,1.82e-03,protein_coding,7,zinc finger protein 566
AEC,Inhibitor effect,WSN_PP1 vs WSN,Spats1,ENSMUSG00000023935,Downregulated,-3.148,3.148,1.84e-03,protein_coding,17,"spermatogenesis associated, serine-rich 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm46040,ENSMUSG00000141762,Downregulated,-2.136,2.136,1.89e-03,lncRNA,8,46040
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hspb9,ENSMUSG00000017832,Downregulated,-3.76,3.76,1.89e-03,protein_coding,11,"heat shock protein, alpha-crystallin-related, B9"
AEC,Inhibitor effect,WSN_PP1 vs WSN,4930533I22Rik,ENSMUSG00000093535,Downregulated,-2.969,2.969,1.89e-03,lncRNA,6,4930533I22 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Myt1l,ENSMUSG00000061911,Downregulated,-6.02,6.02,1.90e-03,protein_coding,12,myelin transcription factor 1-like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm63266,ENSMUSG00000136578,Downregulated,-3.243,3.243,1.90e-03,lncRNA,14,63266
AEC,Inhibitor effect,WSN_PP1 vs WSN,ENSMUSG00000130980,ENSMUSG00000130980,Downregulated,-6.005,6.005,1.91e-03,lncRNA,18,"novel transcript, antisense to RP24-406O24.1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm59140,ENSMUSG00000132030,Downregulated,-6.013,6.013,1.92e-03,lncRNA,19,59140
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm60874,ENSMUSG00000141122,Downregulated,-6.048,6.048,1.95e-03,lncRNA,12,60874
AEC,Inhibitor effect,WSN_PP1 vs WSN,Casp1,ENSMUSG00000025888,Downregulated,-2.18,2.18,1.96e-03,protein_coding,9,caspase 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Calhm6,ENSMUSG00000046031,Downregulated,-5.95,5.95,2.07e-03,protein_coding,10,calcium homeostasis modulator family member 6
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm61460,ENSMUSG00000140962,Downregulated,-2.454,2.454,2.07e-03,lncRNA,13,61460
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tnxb,ENSMUSG00000033327,Downregulated,-3.639,3.639,2.08e-03,protein_coding,17,tenascin XB
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm47861,ENSMUSG00000112144,Downregulated,-3.145,3.145,2.17e-03,lncRNA,6,47861
AEC,Inhibitor effect,WSN_PP1 vs WSN,H2-K2,ENSMUSG00000121503,Upregulated,2.231,2.231,2.21e-03,lncRNA,17,"histocompatibility 2, K region locus 2"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm48488,ENSMUSG00000114433,Downregulated,-5.233,5.233,2.25e-03,lncRNA,13,48488
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm16048,ENSMUSG00000087411,Downregulated,-2.911,2.911,2.29e-03,lncRNA,3,predicted gene 16048
AEC,Inhibitor effect,WSN_PP1 vs WSN,Adora2a,ENSMUSG00000020178,Downregulated,-5.401,5.401,2.32e-03,protein_coding,10,adenosine A2a receptor
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ttc9b,ENSMUSG00000007944,Downregulated,-2.534,2.534,2.35e-03,protein_coding,7,tetratricopeptide repeat domain 9B
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm68043,ENSMUSG00000143816,Downregulated,-2.138,2.138,2.35e-03,lncRNA,10,68043
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm57366,ENSMUSG00000120851,Downregulated,-5.749,5.749,2.37e-03,lncRNA,11,57366
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm73855,ENSMUSG00000136719,Downregulated,-2.133,2.133,2.49e-03,lncRNA,11,73855
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm28370,ENSMUSG00000099478,Downregulated,-5.802,5.802,2.52e-03,lncRNA,12,predicted gene 28370
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lmo2,ENSMUSG00000032698,Downregulated,-2.797,2.797,2.52e-03,protein_coding,2,LIM domain only 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Adamtsl3,ENSMUSG00000070469,Downregulated,-2.62,2.62,2.54e-03,protein_coding,7,ADAMTS-like 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm69744,ENSMUSG00000142507,Upregulated,2.017,2.017,2.55e-03,lncRNA,9,69744
AEC,Inhibitor effect,WSN_PP1 vs WSN,Iapp,ENSMUSG00000041681,Downregulated,-4.27,4.27,2.61e-03,protein_coding,6,islet amyloid polypeptide
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm59521,ENSMUSG00000126304,Downregulated,-3.386,3.386,2.63e-03,lncRNA,12,59521
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lingo1,ENSMUSG00000049556,Downregulated,-2.167,2.167,2.63e-03,protein_coding,9,leucine rich repeat and Ig domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Skp2,ENSMUSG00000054115,Downregulated,-2.219,2.219,2.65e-03,protein_coding,15,S-phase kinase-associated protein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sh2d6,ENSMUSG00000052631,Downregulated,-5.888,5.888,2.71e-03,protein_coding,6,SH2 domain containing 6
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rab43,ENSMUSG00000030055,Downregulated,-2.056,2.056,2.72e-03,protein_coding,6,"RAB43, member RAS oncogene family"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifi209,ENSMUSG00000043263,Downregulated,-3.714,3.714,2.75e-03,protein_coding,1,interferon activated gene 209
AEC,Inhibitor effect,WSN_PP1 vs WSN,Smad9,ENSMUSG00000027796,Upregulated,2.222,2.222,2.78e-03,protein_coding,3,SMAD family member 9
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm13961,ENSMUSG00000084094,Upregulated,3.568,3.568,2.79e-03,processed_pseudogene,2,predicted gene 13961
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm42538,ENSMUSG00000106137,Downregulated,-2.523,2.523,2.79e-03,lncRNA,3,predicted gene 42538
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm44065,ENSMUSG00000107502,Downregulated,-2.482,2.482,2.83e-03,TEC,6,44065
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gapdhs,ENSMUSG00000061099,Upregulated,2.176,2.176,2.89e-03,protein_coding,7,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ptprcap,ENSMUSG00000045826,Downregulated,-5.824,5.824,2.89e-03,protein_coding,19,protein tyrosine phosphatase receptor type C polypeptide-associated protein
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ccl4,ENSMUSG00000018930,Downregulated,-2.325,2.325,2.90e-03,protein_coding,11,C-C motif chemokine ligand 4
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm18782,ENSMUSG00000109367,Downregulated,-5.801,5.801,2.96e-03,processed_pseudogene,7,18782
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ccl11,ENSMUSG00000020676,Downregulated,-5.875,5.875,3.02e-03,protein_coding,11,C-C motif chemokine ligand 11
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm34455,ENSMUSG00000118107,Downregulated,-5.89,5.89,3.07e-03,lncRNA,17,34455
AEC,Inhibitor effect,WSN_PP1 vs WSN,4930599N23Rik,ENSMUSG00000073144,Downregulated,-2.716,2.716,3.11e-03,lncRNA,6,4930599N23 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm20402,ENSMUSG00000092405,Downregulated,-2.398,2.398,3.13e-03,lncRNA,3,predicted gene 20402
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ms4a4c,ENSMUSG00000024675,Downregulated,-5.809,5.809,3.15e-03,protein_coding,19,"membrane-spanning 4-domains, subfamily A, member 4C"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Timeless,ENSMUSG00000039994,Downregulated,-4.073,4.073,3.17e-03,protein_coding,10,timeless circadian clock 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gzmm,ENSMUSG00000054206,Downregulated,-2.988,2.988,3.32e-03,protein_coding,10,granzyme M (lymphocyte met-ase 1)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ampd1,ENSMUSG00000070385,Downregulated,-4.172,4.172,3.37e-03,protein_coding,3,adenosine monophosphate deaminase 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm65507,ENSMUSG00000134914,Downregulated,-3.305,3.305,3.38e-03,lncRNA,3,65507
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm38158,ENSMUSG00000103367,Downregulated,-2.027,2.027,3.42e-03,processed_pseudogene,1,38158
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm43069,ENSMUSG00000107179,Downregulated,-2.304,2.304,3.50e-03,lncRNA,5,predicted gene 43069
AEC,Inhibitor effect,WSN_PP1 vs WSN,Naip6,ENSMUSG00000078942,Downregulated,-5.864,5.864,3.57e-03,protein_coding,13,"NLR family, apoptosis inhibitory protein 6"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm43197,ENSMUSG00000107215,Downregulated,-4.093,4.093,3.63e-03,TEC,6,predicted gene 43197
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm43860,ENSMUSG00000106928,Downregulated,-5.179,5.179,3.64e-03,TEC,5,predicted gene 43860
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm16576,ENSMUSG00000087543,Downregulated,-2.144,2.144,3.65e-03,lncRNA,15,predicted gene 16576
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hspa1l,ENSMUSG00000007033,Downregulated,-3.592,3.592,3.67e-03,protein_coding,17,heat shock protein 1-like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Fam187b,ENSMUSG00000046826,Upregulated,3.074,3.074,3.74e-03,protein_coding,7,"family with sequence similarity 187, member B"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Unc5d,ENSMUSG00000063626,Downregulated,-5.81,5.81,3.84e-03,protein_coding,8,unc-5 netrin receptor D
AEC,Inhibitor effect,WSN_PP1 vs WSN,Apod,ENSMUSG00000022548,Downregulated,-5.228,5.228,3.92e-03,protein_coding,16,apolipoprotein D
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm16240,ENSMUSG00000089711,Downregulated,-3.84,3.84,4.08e-03,lncRNA,10,predicted gene 16240
AEC,Inhibitor effect,WSN_PP1 vs WSN,Grb7,ENSMUSG00000019312,Upregulated,2.247,2.247,4.10e-03,protein_coding,11,growth factor receptor bound protein 7
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pcdh17,ENSMUSG00000035566,Downregulated,-2.872,2.872,4.10e-03,protein_coding,14,protocadherin 17
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gjc1,ENSMUSG00000034520,Downregulated,-2.746,2.746,4.13e-03,protein_coding,11,"gap junction protein, gamma 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Peg12,ENSMUSG00000070526,Downregulated,-2.451,2.451,4.16e-03,protein_coding,7,paternally expressed 12
AEC,Inhibitor effect,WSN_PP1 vs WSN,Aff3,ENSMUSG00000037138,Downregulated,-2.081,2.081,4.18e-03,protein_coding,1,"AF4/FMR2 family, member 3"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm44899,ENSMUSG00000109008,Downregulated,-5.152,5.152,4.20e-03,lncRNA,7,predicted gene 44899
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lrrc4,ENSMUSG00000049939,Downregulated,-4.03,4.03,4.26e-03,protein_coding,6,leucine rich repeat containing 4
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm45769,ENSMUSG00000107838,Downregulated,-3.982,3.982,4.27e-03,TEC,6,predicted gene 45769
AEC,Inhibitor effect,WSN_PP1 vs WSN,Serpina3f,ENSMUSG00000066363,Downregulated,-5.746,5.746,4.39e-03,protein_coding,12,"serine (or cysteine) peptidase inhibitor, clade A, member 3F"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm50130,ENSMUSG00000118021,Downregulated,-4.925,4.925,4.39e-03,lncRNA,19,50130
AEC,Inhibitor effect,WSN_PP1 vs WSN,Shank3,ENSMUSG00000022623,Downregulated,-2.722,2.722,4.39e-03,protein_coding,15,SH3 and multiple ankyrin repeat domains 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sele,ENSMUSG00000026582,Downregulated,-3.107,3.107,4.40e-03,protein_coding,1,"selectin, endothelial cell"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm54907,ENSMUSG00002076814,Downregulated,-2.469,2.469,4.40e-03,miRNA,8,54907
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gbp11,ENSMUSG00000092021,Downregulated,-5.75,5.75,4.41e-03,protein_coding,5,guanylate binding protein 11
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ccl9,ENSMUSG00000019122,Downregulated,-3.227,3.227,4.48e-03,protein_coding,11,C-C motif chemokine ligand 9
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm12216,ENSMUSG00000081769,Downregulated,-4.062,4.062,4.52e-03,lncRNA,11,predicted gene 12216
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm59871,ENSMUSG00000132326,Downregulated,-5.489,5.489,4.60e-03,lncRNA,12,59871
AEC,Inhibitor effect,WSN_PP1 vs WSN,D630039A03Rik,ENSMUSG00000052117,Downregulated,-3.123,3.123,4.65e-03,protein_coding,4,D630039A03 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm73925,ENSMUSG00000137128,Downregulated,-2.002,2.002,4.67e-03,lncRNA,11,73925
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm7609,ENSMUSG00000079457,Downregulated,-5.74,5.74,4.73e-03,protein_coding,1,predicted pseudogene 7609
AEC,Inhibitor effect,WSN_PP1 vs WSN,Slamf8,ENSMUSG00000053318,Downregulated,-2.822,2.822,4.78e-03,protein_coding,1,SLAM family member 8
AEC,Inhibitor effect,WSN_PP1 vs WSN,Muc5ac,ENSMUSG00000037974,Downregulated,-5.666,5.666,4.78e-03,protein_coding,7,"mucin 5, subtypes A and C, tracheobronchial/gastric"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm43196,ENSMUSG00000107017,Downregulated,-5.734,5.734,4.79e-03,TEC,6,predicted gene 43196
AEC,Inhibitor effect,WSN_PP1 vs WSN,Serpina3g,ENSMUSG00000041481,Downregulated,-2.967,2.967,4.84e-03,protein_coding,12,"serine (or cysteine) peptidase inhibitor, clade A, member 3G"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm49595,ENSMUSG00000116823,Downregulated,-2.784,2.784,4.89e-03,lncRNA,16,49595
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hpgd,ENSMUSG00000031613,Upregulated,3.68,3.68,4.92e-03,protein_coding,8,hydroxyprostaglandin dehydrogenase 15 (NAD)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp607a,ENSMUSG00000020420,Upregulated,2.459,2.459,4.92e-03,protein_coding,7,zinc finger protein 607A
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm64841,ENSMUSG00000125578,Downregulated,-5.68,5.68,4.97e-03,lncRNA,8,64841
