cell_type,biological_question,contrast,gene_label,gene_id,regulation,log2FoldChange,abs_log2FoldChange,padj,biotype,chromosome,description
AEC,Inhibitor effect,WSN_PP1 vs WSN,Plag1,ENSMUSG00000003282,Downregulated,-3.277,3.277,6.45e-06,protein_coding,4,pleiomorphic adenoma gene 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Colec11,ENSMUSG00000036655,Downregulated,-2.321,2.321,6.99e-06,protein_coding,12,collectin sub-family member 11
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm44067,ENSMUSG00000108095,Downregulated,-7.481,7.481,7.39e-06,lncRNA,6,44067
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm13201,ENSMUSG00000078494,Downregulated,-3.275,3.275,8.68e-06,lncRNA,4,predicted gene 13201
AEC,Inhibitor effect,WSN_PP1 vs WSN,Prrg1,ENSMUSG00000047996,Downregulated,-2.02,2.02,8.68e-06,protein_coding,X,proline rich Gla (G-carboxyglutamic acid) 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zbtb40,ENSMUSG00000060862,Downregulated,-2.236,2.236,8.77e-06,protein_coding,4,zinc finger and BTB domain containing 40
AEC,Inhibitor effect,WSN_PP1 vs WSN,Snhg16,ENSMUSG00000020812,Upregulated,2.316,2.316,8.98e-06,lncRNA,11,small nucleolar RNA host gene 16
AEC,Inhibitor effect,WSN_PP1 vs WSN,D430036J16Rik,ENSMUSG00000097466,Downregulated,-2.598,2.598,9.96e-06,lncRNA,9,D430036J16 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ccr1,ENSMUSG00000025804,Downregulated,-2.466,2.466,1.13e-05,protein_coding,9,C-C motif chemokine receptor 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,S1pr1,ENSMUSG00000045092,Downregulated,-2.081,2.081,1.16e-05,protein_coding,3,sphingosine-1-phosphate receptor 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm75143,ENSMUSG00000133097,Downregulated,-2.429,2.429,1.25e-05,lncRNA,2,75143
AEC,Inhibitor effect,WSN_PP1 vs WSN,Adcy1,ENSMUSG00000020431,Downregulated,-2.56,2.56,1.26e-05,protein_coding,11,adenylate cyclase 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm41442,ENSMUSG00000116946,Downregulated,-3.229,3.229,1.27e-05,lncRNA,16,41442
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tnfsf8,ENSMUSG00000028362,Downregulated,-7.282,7.282,1.30e-05,protein_coding,4,"tumor necrosis factor (ligand) superfamily, member 8"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Fgf7,ENSMUSG00000027208,Downregulated,-2.149,2.149,1.31e-05,protein_coding,2,fibroblast growth factor 7
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm14403,ENSMUSG00000094786,Upregulated,3.316,3.316,1.32e-05,protein_coding,2,predicted gene 14403
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm75058,ENSMUSG00000131779,Downregulated,-3.155,3.155,1.35e-05,lncRNA,2,75058
AEC,Inhibitor effect,WSN_PP1 vs WSN,Brca2,ENSMUSG00000041147,Upregulated,2.83,2.83,1.45e-05,protein_coding,5,"breast cancer 2, early onset"
AEC,Inhibitor effect,WSN_PP1 vs WSN,A830082K12Rik,ENSMUSG00000087143,Downregulated,-2.126,2.126,1.53e-05,lncRNA,13,A830082K12 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Trim14,ENSMUSG00000039853,Downregulated,-4.606,4.606,1.59e-05,protein_coding,4,tripartite motif-containing 14
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lgr5,ENSMUSG00000020140,Upregulated,2.263,2.263,1.83e-05,protein_coding,10,leucine rich repeat containing G protein coupled receptor 5
AEC,Inhibitor effect,WSN_PP1 vs WSN,Bmp2,ENSMUSG00000027358,Downregulated,-2.425,2.425,1.83e-05,protein_coding,2,bone morphogenetic protein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ccl20,ENSMUSG00000026166,Downregulated,-2.585,2.585,1.89e-05,protein_coding,1,C-C motif chemokine ligand 20
AEC,Inhibitor effect,WSN_PP1 vs WSN,Sertad3,ENSMUSG00000055200,Downregulated,-2.224,2.224,1.95e-05,protein_coding,7,SERTA domain containing 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm62556,ENSMUSG00000127018,Downregulated,-2.188,2.188,1.95e-05,lncRNA,14,62556
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm38317,ENSMUSG00000103735,Downregulated,-2.185,2.185,1.97e-05,processed_pseudogene,3,38317
AEC,Inhibitor effect,WSN_PP1 vs WSN,Trpt1,ENSMUSG00000047656,Upregulated,2.344,2.344,2.08e-05,protein_coding,19,tRNA phosphotransferase 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm73368,ENSMUSG00000142087,Downregulated,-7.225,7.225,2.09e-05,lncRNA,5,73368
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cep85l,ENSMUSG00000038594,Downregulated,-2.181,2.181,2.14e-05,protein_coding,10,centrosomal protein 85-like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm42829,ENSMUSG00000105895,Downregulated,-3.275,3.275,2.29e-05,lncRNA,5,predicted gene 42829
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifnlr1,ENSMUSG00000062157,Downregulated,-2.472,2.472,2.39e-05,protein_coding,4,interferon lambda receptor 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,1700006J14Rik,ENSMUSG00000034764,Downregulated,-3.07,3.07,2.52e-05,lncRNA,10,1700006J14 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Pax5,ENSMUSG00000014030,Downregulated,-6.809,6.809,2.61e-05,protein_coding,4,paired box 5
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm42725,ENSMUSG00000105601,Downregulated,-7.184,7.184,2.81e-05,TEC,5,predicted gene 42725
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm26616,ENSMUSG00000102425,Downregulated,-2.245,2.245,3.00e-05,TEC,1,26616
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm57309,ENSMUSG00000121070,Downregulated,-5.227,5.227,3.00e-05,lncRNA,5,57309
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm68105,ENSMUSG00000144172,Downregulated,-7.158,7.158,3.09e-05,lncRNA,10,68105
AEC,Inhibitor effect,WSN_PP1 vs WSN,Trim69,ENSMUSG00000033368,Downregulated,-5.189,5.189,3.09e-05,protein_coding,2,tripartite motif-containing 69
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm9975,ENSMUSG00000120594,Downregulated,-3.997,3.997,3.13e-05,lncRNA,11,predicted gene 9975
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm56970,ENSMUSG00000120638,Downregulated,-3.228,3.228,3.13e-05,lncRNA,10,56970
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lratd1,ENSMUSG00000020607,Downregulated,-3.809,3.809,3.14e-05,protein_coding,12,LRAT domain containing 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm57169,ENSMUSG00000121044,Downregulated,-2.677,2.677,3.15e-05,lncRNA,1,57169
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hsh2d,ENSMUSG00000062007,Downregulated,-7.093,7.093,3.17e-05,protein_coding,8,hematopoietic SH2 domain containing
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gbp10,ENSMUSG00000105096,Downregulated,-7.118,7.118,3.35e-05,protein_coding,5,guanylate-binding protein 10
AEC,Inhibitor effect,WSN_PP1 vs WSN,2310001H17Rik,ENSMUSG00000097354,Downregulated,-3.25,3.25,3.36e-05,lncRNA,6,2310001H17 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm66719,ENSMUSG00000126238,Downregulated,-7.116,7.116,3.36e-05,lncRNA,6,66719
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm64304,ENSMUSG00000122202,Downregulated,-2.168,2.168,3.62e-05,lncRNA,3,64304
AEC,Inhibitor effect,WSN_PP1 vs WSN,Bmp6,ENSMUSG00000039004,Downregulated,-2.217,2.217,3.96e-05,protein_coding,13,bone morphogenetic protein 6
AEC,Inhibitor effect,WSN_PP1 vs WSN,1700016F12Rik,ENSMUSG00000104955,Downregulated,-7.089,7.089,3.98e-05,lncRNA,5,1700016F12 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Filip1,ENSMUSG00000034898,Upregulated,2.799,2.799,3.99e-05,protein_coding,9,filamin A interacting protein 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zfp184,ENSMUSG00000006720,Upregulated,2.353,2.353,4.02e-05,protein_coding,13,zinc finger protein 184 (Kruppel-like)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ccdc194,ENSMUSG00000108900,Downregulated,-7.082,7.082,4.04e-05,protein_coding,8,coiled-coil domain containing 194
AEC,Inhibitor effect,WSN_PP1 vs WSN,Thsd1,ENSMUSG00000031480,Downregulated,-2.304,2.304,4.17e-05,protein_coding,8,"thrombospondin, type I, domain 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm73173,ENSMUSG00000140346,Downregulated,-2.182,2.182,4.18e-05,lncRNA,5,73173
AEC,Inhibitor effect,WSN_PP1 vs WSN,Inpp4a,ENSMUSG00000026113,Downregulated,-2.056,2.056,4.19e-05,protein_coding,1,"inositol polyphosphate-4-phosphatase, type I"
AEC,Inhibitor effect,WSN_PP1 vs WSN,mt-Te,ENSMUSG00000064369,Downregulated,-6.815,6.815,4.31e-05,Mt_tRNA,MT,mitochondrially encoded tRNA glutamic acid
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gvin-ps7,ENSMUSG00000063286,Downregulated,-7.073,7.073,4.33e-05,transcribed_unprocessed_pseudogene,7,"GTPase, very large interferon inducible, pseudogene 7"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cdk5r1,ENSMUSG00000048895,Downregulated,-3.916,3.916,4.38e-05,protein_coding,11,"cyclin dependent kinase 5, regulatory subunit 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,1500015A07Rik,ENSMUSG00000098702,Downregulated,-2.492,2.492,4.60e-05,lncRNA,18,1500015A07 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm56545,ENSMUSG00000120949,Downregulated,-2.288,2.288,4.62e-05,lncRNA,12,56545
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm7292,ENSMUSG00000104222,Downregulated,-2.093,2.093,4.75e-05,lncRNA,6,predicted gene 7292
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm28289,ENSMUSG00000101014,Downregulated,-3.971,3.971,4.85e-05,lncRNA,10,predicted gene 28289
AEC,Inhibitor effect,WSN_PP1 vs WSN,H2-T24,ENSMUSG00000053835,Downregulated,-4.441,4.441,5.08e-05,protein_coding,17,"histocompatibility 2, T region locus 24"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm37915,ENSMUSG00000103270,Downregulated,-2.213,2.213,5.08e-05,lncRNA,1,37915
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm29838,ENSMUSG00000126927,Downregulated,-2.388,2.388,5.39e-05,lncRNA,4,29838
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cacna1h,ENSMUSG00000024112,Downregulated,-3.22,3.22,5.66e-05,protein_coding,17,"calcium channel, voltage-dependent, T type, alpha 1H subunit"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zscan2,ENSMUSG00000038797,Upregulated,2.314,2.314,5.68e-05,protein_coding,7,zinc finger and SCAN domain containing 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,AA474408,ENSMUSG00000073867,Downregulated,-3.023,3.023,6.07e-05,TEC,7,expressed sequence AA474408
AEC,Inhibitor effect,WSN_PP1 vs WSN,Celsr2,ENSMUSG00000068740,Downregulated,-2.298,2.298,6.15e-05,protein_coding,3,"cadherin, EGF LAG seven-pass G-type receptor 2"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gbp8,ENSMUSG00000034438,Downregulated,-3.262,3.262,6.28e-05,protein_coding,5,guanylate-binding protein 8
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rrad,ENSMUSG00000031880,Downregulated,-2.45,2.45,7.00e-05,protein_coding,8,Ras-related associated with diabetes
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm56860,ENSMUSG00000121084,Downregulated,-2.101,2.101,7.00e-05,lncRNA,8,56860
AEC,Inhibitor effect,WSN_PP1 vs WSN,Iqgap2,ENSMUSG00000021676,Downregulated,-2.249,2.249,7.08e-05,protein_coding,13,IQ motif containing GTPase activating protein 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Abi3bp,ENSMUSG00000035258,Downregulated,-3.635,3.635,7.38e-05,protein_coding,16,ABI family member 3 binding protein
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mir155hg,ENSMUSG00000097418,Downregulated,-6.52,6.52,7.39e-05,lncRNA,16,Mir155 host gene (non-protein coding)
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifit1bl2,ENSMUSG00000067297,Downregulated,-4.981,4.981,7.66e-05,protein_coding,19,interferon induced protein with tetratricopeptide repeats 1B like 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cfp,ENSMUSG00000001128,Downregulated,-3.096,3.096,7.69e-05,protein_coding,X,complement factor properdin
AEC,Inhibitor effect,WSN_PP1 vs WSN,Trim30c,ENSMUSG00000078616,Downregulated,-6.484,6.484,7.99e-05,protein_coding,7,tripartite motif-containing 30C
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gdpgp1,ENSMUSG00000050973,Downregulated,-2.424,2.424,8.01e-05,protein_coding,7,GDP-D-glucose phosphorylase 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm10390,ENSMUSG00000097368,Downregulated,-2.679,2.679,8.41e-05,lncRNA,5,predicted gene 10390
AEC,Inhibitor effect,WSN_PP1 vs WSN,Acod1,ENSMUSG00000022126,Downregulated,-3.907,3.907,9.53e-05,protein_coding,14,aconitate decarboxylase 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Heatr9,ENSMUSG00000018925,Downregulated,-6.855,6.855,1.01e-04,protein_coding,11,HEAT repeat containing 9
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm72022,ENSMUSG00000126048,Downregulated,-2.323,2.323,1.03e-04,lncRNA,7,72022
AEC,Inhibitor effect,WSN_PP1 vs WSN,H2-Q5,ENSMUSG00000055413,Downregulated,-4.953,4.953,1.04e-04,protein_coding,17,"histocompatibility 2, Q region locus 5"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tnfsf4,ENSMUSG00000026700,Downregulated,-3.856,3.856,1.05e-04,protein_coding,1,"tumor necrosis factor (ligand) superfamily, member 4"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Mb,ENSMUSG00000018893,Downregulated,-3.249,3.249,1.08e-04,protein_coding,15,myoglobin
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gp5,ENSMUSG00000047953,Downregulated,-6.81,6.81,1.09e-04,protein_coding,16,glycoprotein 5 platelet
AEC,Inhibitor effect,WSN_PP1 vs WSN,Calhm5,ENSMUSG00000049872,Upregulated,2.519,2.519,1.09e-04,protein_coding,10,calcium homeostasis modulator family member 5
AEC,Inhibitor effect,WSN_PP1 vs WSN,Zcchc3,ENSMUSG00000074682,Downregulated,-3.224,3.224,1.10e-04,protein_coding,2,"zinc finger, CCHC domain containing 3"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm15728,ENSMUSG00000086075,Downregulated,-4.289,4.289,1.11e-04,lncRNA,5,predicted gene 15728
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm2366,ENSMUSG00000097491,Downregulated,-2.075,2.075,1.19e-04,lncRNA,8,predicted gene 2366
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm10642,ENSMUSG00000074213,Downregulated,-3.358,3.358,1.19e-04,lncRNA,9,predicted gene 10642
AEC,Inhibitor effect,WSN_PP1 vs WSN,mt-Ta,ENSMUSG00000064347,Downregulated,-6.662,6.662,1.25e-04,Mt_tRNA,MT,mitochondrially encoded tRNA alanine
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm9768,ENSMUSG00000108391,Downregulated,-2.346,2.346,1.38e-04,TEC,4,predicted gene 9768
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ppp1r26,ENSMUSG00000035829,Downregulated,-2.322,2.322,1.38e-04,protein_coding,2,"protein phosphatase 1, regulatory subunit 26"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm74281,ENSMUSG00000141112,Downregulated,-6.708,6.708,1.58e-04,lncRNA,11,74281
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm52860,ENSMUSG00000134251,Downregulated,-2.434,2.434,1.58e-04,lncRNA,6,52860
AEC,Inhibitor effect,WSN_PP1 vs WSN,Rbpjl,ENSMUSG00000017007,Downregulated,-3.701,3.701,1.60e-04,protein_coding,2,recombination signal binding protein for immunoglobulin kappa J region-like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifi214,ENSMUSG00000070501,Downregulated,-6.711,6.711,1.62e-04,protein_coding,1,interferon activated gene 214
AEC,Inhibitor effect,WSN_PP1 vs WSN,Phgr1,ENSMUSG00000046804,Downregulated,-2.445,2.445,1.62e-04,protein_coding,2,proline/histidine/glycine-rich 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm10827,ENSMUSG00000096977,Downregulated,-6.757,6.757,1.62e-04,lncRNA,10,predicted gene 10827
AEC,Inhibitor effect,WSN_PP1 vs WSN,Kdf1,ENSMUSG00000037600,Upregulated,2.014,2.014,1.63e-04,protein_coding,4,keratinocyte differentiation factor 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm67770,ENSMUSG00000141325,Downregulated,-3.008,3.008,1.66e-04,lncRNA,10,67770
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm59028,ENSMUSG00000127096,Downregulated,-4.782,4.782,1.67e-04,lncRNA,19,59028
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm12186,ENSMUSG00000084153,Downregulated,-2.586,2.586,1.70e-04,processed_pseudogene,11,predicted gene 12186
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm20548,ENSMUSG00000092354,Downregulated,-3.298,3.298,1.72e-04,lncRNA,5,predicted gene 20548
AEC,Inhibitor effect,WSN_PP1 vs WSN,4732496C06Rik,ENSMUSG00000108456,Downregulated,-3.193,3.193,1.79e-04,lncRNA,7,4732496C06 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,mt-Ty,ENSMUSG00000064350,Downregulated,-3.749,3.749,1.79e-04,Mt_tRNA,MT,mitochondrially encoded tRNA tyrosine
AEC,Inhibitor effect,WSN_PP1 vs WSN,Nr6a1,ENSMUSG00000063972,Downregulated,-2.816,2.816,1.81e-04,protein_coding,2,"nuclear receptor subfamily 6, group A, member 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Arhgap30,ENSMUSG00000048865,Downregulated,-6.666,6.666,1.87e-04,protein_coding,1,Rho GTPase activating protein 30
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm27204,ENSMUSG00000098294,Downregulated,-6.669,6.669,1.88e-04,lncRNA,9,predicted gene 27204
AEC,Inhibitor effect,WSN_PP1 vs WSN,9330175E14Rik,ENSMUSG00000097194,Downregulated,-6.254,6.254,1.91e-04,lncRNA,8,9330175E14 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm56234,ENSMUSG00002075951,Upregulated,2.1,2.1,2.00e-04,miRNA,5,56234
AEC,Inhibitor effect,WSN_PP1 vs WSN,Nlgn1,ENSMUSG00000063887,Downregulated,-3.786,3.786,2.00e-04,protein_coding,3,neuroligin 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm67819,ENSMUSG00000124616,Downregulated,-6.631,6.631,2.09e-04,lncRNA,9,67819
AEC,Inhibitor effect,WSN_PP1 vs WSN,Phyhip,ENSMUSG00000003469,Upregulated,3.155,3.155,2.11e-04,protein_coding,14,phytanoyl-CoA hydroxylase interacting protein
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm43909,ENSMUSG00000108126,Upregulated,2.028,2.028,2.13e-04,TEC,6,43909
AEC,Inhibitor effect,WSN_PP1 vs WSN,Itpr3os,ENSMUSG00000086898,Downregulated,-2.365,2.365,2.23e-04,lncRNA,17,"inositol 1,4,5-triphosphate receptor 3, opposite strand"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm14471,ENSMUSG00000084892,Downregulated,-2.318,2.318,2.25e-04,lncRNA,2,predicted gene 14471
AEC,Inhibitor effect,WSN_PP1 vs WSN,Stard9,ENSMUSG00000033705,Downregulated,-2.282,2.282,2.42e-04,protein_coding,2,StAR related lipid transfer domain containing 9
AEC,Inhibitor effect,WSN_PP1 vs WSN,Icam4,ENSMUSG00000001014,Downregulated,-2.264,2.264,2.53e-04,protein_coding,9,"intercellular adhesion molecule 4, Landsteiner-Wiener blood group"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm47439,ENSMUSG00000112860,Downregulated,-2.665,2.665,2.57e-04,lncRNA,12,47439
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ppp1r3b,ENSMUSG00000046794,Downregulated,-2.079,2.079,2.65e-04,protein_coding,8,"protein phosphatase 1, regulatory subunit 3B"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm26592,ENSMUSG00000097535,Downregulated,-4.14,4.14,2.66e-04,lncRNA,9,26592
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ppp1r3c,ENSMUSG00000067279,Upregulated,6.051,6.051,2.79e-04,protein_coding,19,"protein phosphatase 1, regulatory subunit 3C"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Amigo3,ENSMUSG00000032593,Downregulated,-2.397,2.397,2.93e-04,protein_coding,9,adhesion molecule with Ig like domain 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Kcnb1,ENSMUSG00000050556,Downregulated,-2.715,2.715,2.93e-04,protein_coding,2,"potassium voltage gated channel, Shab-related subfamily, member 1"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gcg,ENSMUSG00000000394,Downregulated,-6.556,6.556,2.95e-04,protein_coding,2,glucagon
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm73272,ENSMUSG00000132411,Downregulated,-2.309,2.309,3.34e-04,lncRNA,11,73272
AEC,Inhibitor effect,WSN_PP1 vs WSN,Shld1,ENSMUSG00000044991,Upregulated,2.085,2.085,3.42e-04,protein_coding,2,shieldin complex subunit 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Dock2,ENSMUSG00000020143,Downregulated,-6.541,6.541,3.43e-04,protein_coding,11,dedicator of cyto-kinesis 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm43814,ENSMUSG00000104654,Downregulated,-6.501,6.501,3.47e-04,TEC,9,predicted gene 43814
AEC,Inhibitor effect,WSN_PP1 vs WSN,Bbs12,ENSMUSG00000051444,Downregulated,-3.063,3.063,3.49e-04,protein_coding,3,Bardet-Biedl syndrome 12
AEC,Inhibitor effect,WSN_PP1 vs WSN,Tslp,ENSMUSG00000024379,Downregulated,-3.762,3.762,3.49e-04,protein_coding,18,thymic stromal lymphopoietin
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cavin4,ENSMUSG00000028348,Downregulated,-3.359,3.359,3.52e-04,protein_coding,4,caveolae associated 4
AEC,Inhibitor effect,WSN_PP1 vs WSN,4732419C18Rik,ENSMUSG00000097203,Downregulated,-6.494,6.494,3.62e-04,lncRNA,8,4732419C18 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,B930036N10Rik,ENSMUSG00000091993,Downregulated,-2.75,2.75,3.95e-04,lncRNA,1,B930036N10 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Grhl3,ENSMUSG00000037188,Downregulated,-2.98,2.98,4.01e-04,protein_coding,4,grainyhead like transcription factor 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm56857,ENSMUSG00000120635,Upregulated,3.828,3.828,4.08e-04,lncRNA,8,56857
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm71939,ENSMUSG00000131889,Downregulated,-2.448,2.448,4.22e-04,lncRNA,5,71939
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm71101,ENSMUSG00000142041,Downregulated,-2.359,2.359,4.49e-04,lncRNA,1,71101
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm33023,ENSMUSG00000110652,Downregulated,-2.955,2.955,4.54e-04,lncRNA,8,33023
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm11670,ENSMUSG00000086268,Downregulated,-4.592,4.592,4.67e-04,lncRNA,11,predicted gene 11670
AEC,Inhibitor effect,WSN_PP1 vs WSN,Lrp3,ENSMUSG00000001802,Downregulated,-3.013,3.013,4.73e-04,protein_coding,7,low density lipoprotein receptor-related protein 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Taar1,ENSMUSG00000056379,Downregulated,-6.414,6.414,4.97e-04,protein_coding,10,trace amine-associated receptor 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm16617,ENSMUSG00000097633,Downregulated,-2.153,2.153,5.06e-04,lncRNA,14,16617
AEC,Inhibitor effect,WSN_PP1 vs WSN,Prr15l,ENSMUSG00000047040,Upregulated,2.581,2.581,5.12e-04,protein_coding,11,proline rich 15-like
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm15832,ENSMUSG00000085894,Downregulated,-4.018,4.018,5.15e-04,lncRNA,1,predicted gene 15832
AEC,Inhibitor effect,WSN_PP1 vs WSN,Cngb3,ENSMUSG00000056494,Downregulated,-6.374,6.374,5.20e-04,protein_coding,4,cyclic nucleotide gated channel beta 3
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm66468,ENSMUSG00000121924,Downregulated,-4.44,4.44,5.41e-04,transcribed_unitary_pseudogene,4,66468
AEC,Inhibitor effect,WSN_PP1 vs WSN,Ifi203-ps,ENSMUSG00000090222,Downregulated,-5.914,5.914,5.48e-04,transcribed_unprocessed_pseudogene,1,"interferon activated gene 203, pseudogene"
AEC,Inhibitor effect,WSN_PP1 vs WSN,Masp2,ENSMUSG00000028979,Downregulated,-2.143,2.143,5.48e-04,protein_coding,4,MBL associated serine protease 2
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm44040,ENSMUSG00000107458,Downregulated,-2.146,2.146,5.58e-04,lncRNA,6,44040
AEC,Inhibitor effect,WSN_PP1 vs WSN,Six1,ENSMUSG00000051367,Upregulated,2.866,2.866,5.69e-04,protein_coding,12,sine oculis-related homeobox 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Hey1,ENSMUSG00000040289,Upregulated,2.148,2.148,5.76e-04,protein_coding,3,hairy/enhancer-of-split related with YRPW motif 1
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm63245,ENSMUSG00000143067,Downregulated,-6.333,6.333,5.79e-04,lncRNA,15,63245
AEC,Inhibitor effect,WSN_PP1 vs WSN,6430550D23Rik,ENSMUSG00000074646,Downregulated,-2.155,2.155,5.92e-04,protein_coding,2,6430550D23 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,5330438I03Rik,ENSMUSG00000091393,Downregulated,-2.298,2.298,5.99e-04,lncRNA,1,5330438I03 gene
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm33774,ENSMUSG00000131032,Downregulated,-2.785,2.785,6.00e-04,lncRNA,1,33774
AEC,Inhibitor effect,WSN_PP1 vs WSN,Gm13822,ENSMUSG00000087477,Downregulated,-5.89,5.89,6.33e-04,lncRNA,5,predicted gene 13822
